Route,Day,Stop,OrderID,ZIP,Cube_ft3,Arrival,Departure,CumDrive_h,CumDuty_h,RouteMiles,Overnight
6,Tue,,4,1845,111,08:00,08:30,0.275,0.775,,
6,Tue,,22,1845,286,08:30,09:00,0.275,1.275,,
6,Tue,DC(end),0,1887,397,09:17,,0.55,1.55,22.0,No
7,Tue,DC(start),0,1887,,,04:50,,,,
7,Tue,,57,6457,180,08:00,08:30,3.175,3.675,,
7,Tue,,150,6457,133,08:30,09:00,3.175,4.175,,
7,Tue,,60,6854,110,10:30,11:00,4.675,6.175,,
7,Tue,,224,6902,276,11:15,11:45,4.925,6.925,,
7,Tue,,153,6902,149,11:45,12:15,4.925,7.425,,
7,Tue,,18,6830,394,12:26,12:56,5.1,8.1,,
7,Tue,,107,6927,106,13:11,13:41,5.35,8.85,,
7,Tue,,125,6927,182,13:41,14:11,5.35,9.35,,
7,Tue,,105,6484,572,15:02,15:32,6.2,10.7,,
7,Tue,,74,6524,210,15:57,16:27,6.625,11.625,,
7,Tue,,52,6032,180,17:12,17:42,7.375,12.875,,
7,Tue,,177,6106,164,17:56,18:26,7.6,13.6,,
7,Tue,DC(end),0,1887,2656,21:17,,10.45,16.45,418.0,No
8,Tue,DC(start),0,1887,,,04:55,,,,
8,Tue,,68,6349,81,08:00,08:30,3.075,3.575,,
8,Tue,,101,6320,103,08:41,09:11,3.25,4.25,,
8,Tue,,243,6320,89,09:11,09:41,3.25,4.75,,
8,Tue,,49,6320,256,09:41,10:11,3.25,5.25,,
8,Tue,,29,6340,199,10:18,10:48,3.375,5.875,,
8,Tue,,221,2467,143,13:18,13:48,5.875,8.875,,
8,Tue,,26,2481,409,13:59,14:29,6.05,9.55,,
8,Tue,,212,2493,114,14:36,15:06,6.175,10.175,,
8,Tue,,176,1730,226,15:23,15:53,6.45,10.95,,
8,Tue,,108,1821,261,16:02,16:32,6.6,11.6,,
8,Tue,,78,1821,146,16:32,17:02,6.6,12.1,,
8,Tue,,7,1887,491,17:14,17:44,6.8,12.8,,
8,Tue,DC(end),0,1887,2518,17:44,,6.8,12.8,272.0,No
9,Tue,DC(start),0,1887,,,05:15,,,,
9,Tue,,133,6082,121,08:00,08:30,2.75,3.25,,
9,Tue,,179,6082,135,08:30,09:00,2.75,3.75,,
9,Tue,,39,6091,257,09:52,10:22,3.625,5.125,,
9,Tue,,148,6105,496,11:04,11:34,4.325,6.325,,
9,Tue,,216,6156,263,11:36,12:06,4.35,6.85,,
9,Tue,,235,6115,105,12:06,12:36,4.35,7.35,,
9,Tue,,254,6183,111,12:38,13:08,4.375,7.875,,
9,Tue,,50,6033,131,13:19,13:49,4.575,8.575,,
9,Tue,,121,6033,243,13:49,14:19,4.575,9.075,,
9,Tue,,88,6040,131,14:27,14:57,4.7,9.7,,
9,Tue,DC(end),0,1887,1993,17:42,,7.45,12.45,298.0,No
10,Tue,DC(start),0,1887,,,07:35,,,,
10,Tue,,187,2138,143,08:00,08:30,0.425,0.925,,
10,Tue,,211,2138,141,08:30,09:00,0.425,1.425,,
10,Tue,,34,2215,301,09:06,09:36,0.525,2.025,,
10,Tue,,10,2215,203,09:36,10:06,0.525,2.525,,
10,Tue,,33,2116,247,10:12,10:42,0.625,3.125,,
10,Tue,,51,2116,135,10:42,11:12,0.625,3.625,,
10,Tue,,122,2116,283,11:12,11:42,0.625,4.125,,
10,Tue,,42,2115,135,11:45,12:15,0.675,4.675,,
10,Tue,,163,2139,119,12:18,12:48,0.725,5.225,,
10,Tue,,186,2139,131,12:48,13:18,0.725,5.725,,
10,Tue,,9,2139,182,13:18,13:48,0.725,6.225,,
10,Tue,,239,2142,122,13:50,14:20,0.75,6.75,,
10,Tue,,71,2142,164,14:20,14:50,0.75,7.25,,
10,Tue,,72,2114,199,14:53,15:23,0.8,7.8,,
10,Tue,,140,2114,136,15:23,15:53,0.8,8.3,,
10,Tue,,92,2110,226,15:54,16:24,0.825,8.825,,
10,Tue,,8,1910,100,16:41,17:11,1.1,9.6,,
10,Tue,,66,1984,197,17:38,18:08,1.55,10.55,,
10,Tue,DC(end),0,1887,3164,18:44,,2.15,11.15,86.0,No
11,Tue,DC(start),0,1887,,,06:35,,,,
11,Tue,,234,3820,237,08:00,08:30,1.425,1.925,,
11,Tue,,181,4047,243,09:45,10:15,2.675,3.675,,
11,Tue,,182,4276,140,12:17,12:47,4.7,6.2,,
11,Tue,,146,3755,189,16:22,16:52,8.3,10.3,,
11,Tue,DC(end),0,1887,809,19:45,,11.175,13.175,447.0,No
12,Wed,DC(start),0,1887,,,07:47,,,,
12,Wed,,1,1801,333,08:00,08:30,0.225,0.725,,
12,Wed,,37,1801,128,08:30,09:00,0.225,1.225,,
12,Wed,,38,2155,143,09:09,09:39,0.375,1.875,,
12,Wed,,173,2155,96,09:39,10:09,0.375,2.375,,
12,Wed,,43,2110,152,10:20,10:50,0.55,3.05,,
12,Wed,,206,2110,176,10:50,11:20,0.55,3.55,,
12,Wed,,240,2114,174,11:21,11:51,0.575,4.075,,
12,Wed,,260,2135,132,12:00,12:30,0.725,4.725,,
12,Wed,,149,1701,137,12:57,13:27,1.175,5.675,,
12,Wed,,116,1752,164,13:36,14:06,1.325,6.325,,
12,Wed,,200,1606,159,14:35,15:05,1.8,7.3,,
12,Wed,,138,1854,159,16:06,16:36,2.825,8.825,,
12,Wed,,135,1876,101,16:50,17:20,3.05,9.55,,
12,Wed,DC(end),0,1887,2054,17:29,,3.2,9.7,128.0,No
13,Wed,DC(start),0,1887,,,07:51,,,,
13,Wed,,6,1876,2699,08:00,09:21,0.15,1.499,,
13,Wed,DC(end),0,1887,2699,09:30,,0.3,1.649,12.0,No
14,Wed,DC(start),0,1887,,,05:50,,,,
14,Wed,,13,3431,117,08:00,08:30,2.175,2.675,,
14,Wed,,225,3431,129,08:30,09:00,2.175,3.175,,
14,Wed,,231,1060,151,10:32,11:02,3.7,5.2,,
14,Wed,,81,1101,140,11:30,12:00,4.175,6.175,,
14,Wed,,55,6096,112,12:22,12:52,4.55,7.05,,
14,Wed,,220,6096,98,12:52,13:22,4.55,7.55,,
14,Wed,,253,6095,94,13:30,14:00,4.675,8.175,,
14,Wed,,35,6156,236,14:15,14:45,4.925,8.925,,
14,Wed,,248,6105,149,14:47,15:17,4.95,9.45,,
14,Wed,,167,6033,140,15:32,16:01,5.2,10.2,,
14,Wed,,106,6269,186,16:34,17:04,5.75,11.25,,
14,Wed,,193,6269,118,17:04,17:34,5.75,11.75,,
14,Wed,DC(end),0,1887,1670,19:56,,8.1,14.1,324.0,No
15,Wed,DC(start),0,1887,,,07:33,,,,
15,Wed,,73,2111,120,08:00,08:30,0.45,0.95,,
15,Wed,,77,2210,157,08:33,09:03,0.5,1.5,,
15,Wed,,24,2370,2077,09:36,10:38,1.05,3.088,,
15,Wed,,139,2332,176,11:02,11:32,1.45,3.988,,
15,Wed,,91,2115,250,12:22,12:52,2.275,5.313,,
15,Wed,,158,2115,170,12:52,13:22,2.275,5.813,,
15,Wed,,96,2114,106,13:26,13:56,2.35,6.388,,
15,Wed,DC(end),0,1887,3056,14:22,,2.775,6.813,111.0,No
16,Wed,DC(start),0,1887,,,05:18,,,,
16,Wed,,238,6108,246,08:00,08:30,2.7,3.2,,
16,Wed,,123,6032,151,08:51,09:21,3.05,4.05,,
16,Wed,,246,6032,129,09:21,09:51,3.05,4.55,,
16,Wed,,115,6062,286,09:58,10:28,3.175,5.175,,
16,Wed,,48,6524,396,11:04,11:34,3.775,6.275,,
16,Wed,,156,6903,197,12:45,13:15,4.95,7.95,,
16,Wed,,53,6927,112,13:18,13:48,5.0,8.5,,
16,Wed,,257,6901,235,13:59,14:29,5.175,9.175,,
16,Wed,,171,6854,376,14:44,15:14,5.425,9.925,,
16,Wed,,261,6516,130,16:00,16:30,6.2,11.2,,
16,Wed,,54,6517,283,16:44,17:14,6.425,11.925,,
16,Wed,DC(end),0,1887,2541,20:50,,10.025,15.525,401.0,No
17,Wed,DC(start),0,1887,,,05:48,,,,
17,Wed,,205,2840,366,08:00,08:30,2.2,2.7,,
17,Wed,,233,2822,151,09:02,09:32,2.725,3.725,,
17,Wed,,12,2914,608,10:13,10:43,3.425,4.925,,
17,Wed,,27,2914,1594,10:43,11:31,3.425,5.722,,
17,Wed,,62,2903,241,11:36,12:06,3.5,6.297,,
17,Wed,,65,2917,212,12:21,12:51,3.75,7.047,,
17,Wed,DC(end),0,1887,3172,14:36,,5.5,8.797,220.0,No
18,Thu,DC(start),0,1887,,,07:48,,,,
18,Thu,,21,1821,1396,08:00,08:42,0.2,0.898,,
18,Thu,,113,1886,163,09:04,09:34,0.575,1.773,,
18,Thu,,195,3054,319,10:09,10:39,1.15,2.848,,
18,Thu,,199,3103,197,10:57,11:27,1.45,3.648,,
18,Thu,,56,3101,94,11:31,12:01,1.525,4.223,,
18,Thu,,194,3755,112,14:03,14:33,3.55,6.748,,
18,Thu,,218,3755,193,14:33,15:03,3.55,7.248,,
18,Thu,,86,3766,193,15:25,15:55,3.925,8.123,,
18,Thu,,136,3109,257,17:46,18:16,5.775,10.473,,
18,Thu,DC(end),0,1887,2924,19:10,,6.675,11.373,267.0,No
19,Thu,DC(start),0,1887,,,04:40,,,,
19,Thu,,61,6492,103,08:00,08:30,3.325,3.825,,
19,Thu,,63,6510,112,08:52,09:22,3.7,4.7,,
19,Thu,,256,6854,152,10:13,10:43,4.55,6.05,,
19,Thu,,197,6851,348,10:49,11:19,4.65,6.65,,
19,Thu,,137,6840,195,11:31,12:01,4.85,7.35,,
19,Thu,,147,6927,173,12:15,12:45,5.075,8.075,,
19,Thu,,227,6877,125,13:07,13:37,5.45,8.95,,
19,Thu,,214,6814,251,13:48,14:18,5.625,9.625,,
19,Thu,,247,6814,166,14:18,14:48,5.625,10.125,,
19,Thu,,119,6524,138,15:39,16:09,6.475,11.475,,
19,Thu,,134,6451,225,16:33,17:03,6.875,12.375,,
19,Thu,DC(end),0,1887,1988,20:19,,10.15,15.65,406.0,No
20,Thu,DC(start),0,1887,,,05:30,,,,
20,Thu,,84,4092,175,08:00,08:30,2.5,3.0,,
20,Thu,,170,4101,188,08:41,09:11,2.675,3.675,,
20,Thu,,222,4101,105,09:11,09:41,2.675,4.175,,
20,Thu,,151,4101,105,09:41,10:11,2.675,4.675,,
20,Thu,,25,2451,2614,13:02,14:20,5.525,8.832,,
20,Thu,DC(end),0,1887,3187,14:48,,6.0,9.307,240.0,No
21,Thu,DC(start),0,1887,,,07:10,,,,
21,Thu,,232,2188,146,08:00,08:30,0.825,1.325,,
21,Thu,,154,2766,345,09:21,09:51,1.675,2.675,,
21,Thu,,259,2747,131,10:49,11:19,2.65,4.15,,
21,Thu,,93,6340,219,13:16,13:46,4.6,6.6,,
21,Thu,,160,6340,260,13:46,14:16,4.6,7.1,,
21,Thu,,166,6320,474,14:24,14:54,4.725,7.725,,
21,Thu,,102,6033,168,16:00,16:30,5.825,9.325,,
21,Thu,,36,6103,102,16:42,17:12,6.025,10.025,,
21,Thu,,127,6105,127,17:15,17:45,6.075,10.575,,
21,Thu,DC(end),0,1887,1972,20:33,,8.875,13.375,355.0,No
22,Thu,DC(start),0,1887,,,07:35,,,,
22,Thu,,159,2110,119,08:00,08:30,0.425,0.925,,
22,Thu,,184,2110,153,08:30,09:00,0.425,1.425,,
22,Thu,,46,2142,137,09:03,09:33,0.475,1.975,,
22,Thu,,95,2142,114,09:33,10:03,0.475,2.475,,
22,Thu,,31,2142,173,10:03,10:33,0.475,2.975,,
22,Thu,,97,2139,203,10:35,11:05,0.5,3.5,,
22,Thu,,99,2138,172,11:08,11:38,0.55,4.05,,
22,Thu,,229,1752,180,12:17,12:47,1.2,5.2,,
22,Thu,,219,1701,137,12:56,13:26,1.35,5.85,,
22,Thu,,100,2493,265,13:42,14:12,1.625,6.625,,
22,Thu,,142,2493,195,14:12,14:42,1.625,7.125,,
22,Thu,,75,2493,122,14:42,15:12,1.625,7.625,,
22,Thu,,5,1867,206,15:42,16:12,2.125,8.625,,
22,Thu,DC(end),0,1887,2176,16:21,,2.275,8.775,91.0,No
23,Thu,DC(start),0,1887,,,07:43,,,,
23,Thu,,196,1890,250,08:00,08:30,0.275,0.775,,
23,Thu,,202,2108,121,08:43,09:13,0.5,1.5,,
23,Thu,,141,2111,123,09:15,09:45,0.525,2.025,,
23,Thu,,185,2111,158,09:45,10:15,0.525,2.525,,
23,Thu,,79,2120,148,10:19,10:49,0.6,3.1,,
23,Thu,,118,2115,117,10:51,11:21,0.625,3.625,,
23,Thu,,183,2115,203,11:21,11:51,0.625,4.125,,
23,Thu,,69,2115,141,11:51,12:21,0.625,4.625,,
23,Thu,,210,2139,401,12:24,12:54,0.675,5.175,,
23,Thu,,131,2134,142,12:56,13:26,0.7,5.7,,
23,Thu,,190,2215,140,13:29,13:59,0.75,6.25,,
23,Thu,,215,2215,178,13:59,14:29,0.75,6.75,,
23,Thu,,124,2215,160,14:29,14:59,0.75,7.25,,
23,Thu,,245,2116,227,15:05,15:35,0.85,7.85,,
23,Thu,,189,2116,123,15:35,16:05,0.85,8.35,,
23,Thu,,103,2116,130,16:05,16:35,0.85,8.85,,
23,Thu,DC(end),0,1887,2762,17:02,,1.3,9.3,52.0,No
24,Fri,DC(start),0,1887,,,07:43,,,,
24,Fri,,3,1843,903,08:00,08:30,0.275,0.775,,
24,Fri,,110,4101,177,10:45,11:15,2.525,3.525,,
24,Fri,,252,1970,181,13:38,14:08,4.9,6.4,,
24,Fri,,230,1867,132,14:27,14:57,5.225,7.225,,
24,Fri,,126,1801,195,15:04,15:34,5.35,7.85,,
24,Fri,,2,1821,556,15:48,16:18,5.575,8.575,,
24,Fri,DC(end),0,1887,2144,16:30,,5.775,8.775,231.0,No
25,Fri,DC(start),0,1887,,,07:27,,,,
25,Fri,,11,2493,3153,08:00,09:35,0.55,2.127,,
25,Fri,DC(end),0,1887,3153,10:08,,1.1,2.676,44.0,No
26,Fri,DC(start),0,1887,,,04:52,,,,
26,Fri,,41,6035,163,08:00,08:30,3.125,3.625,,
26,Fri,,213,6032,154,08:57,09:27,3.575,4.575,,
26,Fri,,16,6156,255,09:42,10:12,3.825,5.325,,
26,Fri,,145,6103,122,10:13,10:43,3.85,5.85,,
26,Fri,,161,6108,237,10:48,11:18,3.925,6.425,,
26,Fri,,94,6108,150,11:18,11:48,3.925,6.925,,
26,Fri,,30,6108,205,11:48,12:18,3.925,7.425,,
26,Fri,,114,6084,78,12:45,13:15,4.375,8.375,,
26,Fri,,44,6340,164,14:28,14:58,5.6,10.1,,
26,Fri,,143,6320,164,15:06,15:36,5.725,10.725,,
26,Fri,,17,6320,343,15:36,16:06,5.725,11.225,,
26,Fri,,130,1570,336,17:33,18:03,7.175,13.175,,
26,Fri,DC(end),0,1887,2371,19:48,,8.925,14.925,357.0,No
27,Fri,DC(start),0,1887,,,04:21,,,,
27,Fri,,98,6524,98,08:00,08:30,3.65,4.15,,
27,Fri,,164,6524,149,08:30,09:00,3.65,4.65,,
27,Fri,,112,6615,181,09:36,10:06,4.25,5.75,,
27,Fri,,226,6615,187,10:06,10:36,4.25,6.25,,
27,Fri,,64,6824,143,10:58,11:28,4.625,7.125,,
27,Fri,,129,6901,88,11:55,12:25,5.075,8.075,,
27,Fri,,157,6870,126,12:30,13:00,5.15,8.65,,
27,Fri,,19,6902,896,13:04,13:34,5.225,9.225,,
27,Fri,,83,6877,172,14:10,14:40,5.825,10.325,,
27,Fri,,172,6810,261,14:51,15:21,6.0,11.0,,
27,Fri,,144,6814,147,15:25,15:55,6.075,11.575,,
27,Fri,,111,6050,186,17:13,17:43,7.375,13.375,,
27,Fri,,204,6051,423,17:45,18:15,7.4,13.9,,
27,Fri,DC(end),0,1887,3057,21:15,,10.4,16.9,416.0,No
28,Fri,DC(start),0,1887,,,06:51,,,,
28,Fri,,203,1420,444,08:00,08:30,1.15,1.65,,
28,Fri,,89,1510,390,08:56,09:26,1.575,2.575,,
28,Fri,,198,1581,102,09:52,10:22,2.025,3.525,,
28,Fri,,228,1772,119,10:33,11:03,2.2,4.2,,
28,Fri,,249,1701,106,11:15,11:45,2.4,4.9,,
28,Fri,,165,2493,128,12:02,12:32,2.675,5.675,,
28,Fri,,191,2451,131,12:38,13:08,2.775,6.275,,
28,Fri,,174,2453,182,13:17,13:47,2.925,6.925,,
28,Fri,,242,2138,109,13:58,14:28,3.125,7.625,,
28,Fri,,169,2120,202,14:38,15:08,3.275,8.275,,
28,Fri,,236,2115,221,15:09,15:39,3.3,8.8,,
28,Fri,,82,2199,161,15:41,16:11,3.325,9.325,,
28,Fri,,47,2111,121,16:14,16:44,3.375,9.875,,
28,Fri,,208,2114,140,16:47,17:17,3.425,10.425,,
28,Fri,,59,2129,187,17:20,17:50,3.475,10.975,,
28,Fri,DC(end),0,1887,2743,18:14,,3.875,11.375,155.0,No
